"outcome","treatment","cohort","has_cancer","prob_mort_start","prob_mort_end","ATE","i_ci","s_ci","pvalue","n","SL_libraries","Q_weights","g_weights","RR"
"comb_noso","vp_elig","cancer_vs_nocancer","1","0","0.06","-0.00336228921702605","-0.0604556984952435","0.0537311200611914","0.90810715229256","460","SL.glm SL.mean","0 1","1 0","0.905089609645282"
"comb_noso","vp_elig","cancer_vs_nocancer","1","0.06","0.11","0.0475701900928588","0.00989004263817416","0.0852503375475434","0.0133442174993998","485","SL.glm SL.mean","0.14933856845544 0.85066143154456","0 1","3.5884245315935"
"comb_noso","vp_elig","cancer_vs_nocancer","1","0.11","0.21","0.00361752367385918","-0.036078145230425","0.0433131925781433","0.858237948401","525","SL.glm SL.mean","0.230479985540973 0.769520014459027","0.838824096303465 0.161175903696535","1.073501041358"
"comb_noso","vp_elig","cancer_vs_nocancer","1","0.21","1","-0.0104958723667557","-0.035011033071352","0.0140192883378406","0.401384849684817","800","SL.glm SL.mean","0.00638997991031821 0.993610020089682","0.812363957022132 0.187636042977868","0.664093683720994"
"comb_noso","vp_elig","cancer_vs_nocancer","1","0","1","-0.00235205021486514","-0.0161765214059007","0.0114724209761704","0.738781059215007","2270","SL.glm SL.mean","0.413198475818846 0.586801524181154","0.896075414307835 0.103924585692165","0.927614707414946"
"free_days_hosp_28","mv_elig","cancer_vs_nocancer","1","0","0.06","-2.52226633396887","-4.23885015818593","-0.805682509751809","0.00397762914238434","460","SL.glm SL.mean","0.0151004852964422 0.984899514703558","0.462751972709301 0.537248027290699","0"
"free_days_hosp_28","mv_elig","cancer_vs_nocancer","1","0.06","0.11","-2.70909132182416","-4.27174921915467","-1.14643342449366","0.000678951161246844","485","SL.glm SL.mean","0.482554377752788 0.517445622247212","0.732260003338886 0.267739996661114","0"
"free_days_hosp_28","mv_elig","cancer_vs_nocancer","1","0.11","0.21","-1.16466447838216","-2.82631811653137","0.496989159767048","0.169510768925645","525","SL.glm SL.mean","0.491012311269501 0.508987688730499","0.740527547178798 0.259472452821202","0"
"free_days_hosp_28","mv_elig","cancer_vs_nocancer","1","0.21","1","-2.7797330066444","-4.27933183057341","-1.28013418271539","0.000279975465028852","800","SL.glm SL.mean","0.73341811095565 0.26658188904435","0.867929100385414 0.132070899614586","0"
"free_days_hosp_28","mv_elig","cancer_vs_nocancer","1","0","1","-2.559512438533","-3.46224619051151","-1.6567786865545","2.74184640023232e-08","2270","SL.glm SL.mean","0.891252900645419 0.108747099354581","0.947535112832968 0.052464887167032","0"
"free_days_hosp_28","rrt_elig","cancer_vs_nocancer","1","0","0.06","-9.47854789835654","-11.2560147749133","-7.70108102179977","1.43577993959273e-25","460","SL.glm SL.mean","0.0182515658679624 0.981748434132038","0 1","0"
"free_days_hosp_28","rrt_elig","cancer_vs_nocancer","1","0.06","0.11","-4.87580636268197","-7.04295467029431","-2.70865805506963","1.03490415177037e-05","485","SL.glm SL.mean","0.577886308494298 0.422113691505702","0.363008802024679 0.636991197975322","0"
"free_days_hosp_28","rrt_elig","cancer_vs_nocancer","1","0.11","0.21","0.518918810537684","-1.92901106713753","2.9668486882129","0.677786079414587","525","SL.glm SL.mean","0.577193724088749 0.422806275911251","0.305866548299868 0.694133451700132","0"
"free_days_hosp_28","rrt_elig","cancer_vs_nocancer","1","0.21","1","-3.45298322498545","-5.26196064578611","-1.64400580418479","0.000183103096797851","800","SL.glm SL.mean","0.677208563204454 0.322791436795547","0.526665800429633 0.473334199570367","0"
"free_days_hosp_28","rrt_elig","cancer_vs_nocancer","1","0","1","-3.85982256532892","-4.79754652619094","-2.92209860446689","7.16494205069116e-16","2270","SL.glm SL.mean","0.894792141164915 0.105207858835085","0.773158119790549 0.226841880209451","0"
"free_days_hosp_28","vp_elig","cancer_vs_nocancer","1","0","0.06","-4.36916346365199","-6.21348622844714","-2.52484069885683","3.43053141018189e-06","460","SL.glm SL.mean","0.0175711380193847 0.982428861980615","0.244897109345631 0.755102890654369","0"
"free_days_hosp_28","vp_elig","cancer_vs_nocancer","1","0.06","0.11","-3.22755307497502","-4.79634375841904","-1.658762391531","5.52082417715763e-05","485","SL.glm SL.mean","0.565172550222961 0.434827449777039","0.648612217373447 0.351387782626553","0"
"free_days_hosp_28","vp_elig","cancer_vs_nocancer","1","0.11","0.21","-1.8001305629513","-3.53982289509014","-0.0604382308124554","0.0425508708638139","525","SL.glm SL.mean","0.506403125839866 0.493596874160134","0.859442115841748 0.140557884158252","0"
"free_days_hosp_28","vp_elig","cancer_vs_nocancer","1","0.21","1","-2.47702123301802","-3.72146579714105","-1.23257666889498","9.56743023107669e-05","800","SL.glm SL.mean","0.701769353446697 0.298230646553303","0.863715166342537 0.136284833657463","0"
"free_days_hosp_28","vp_elig","cancer_vs_nocancer","1","0","1","-2.86478723776808","-3.64592892744535","-2.08364554809082","6.56631779216562e-13","2270","SL.glm SL.mean","0.911921032433367 0.0880789675666331","0.893027740286334 0.106972259713665","0"
"mortality_in","mv_elig","group_solid_vs_nocancer","1","0","1","0.0512900978970583","-0.00784446508958341","0.1104246608837","0.0891314509916976","1368","SL.glm SL.mean","0.838372922667205 0.161627077332795","0.953286515126443 0.0467134848735574","1.2479802299602"
"mortality_in","rrt_elig","group_solid_vs_nocancer","1","0","1","0.0257052028299777","-0.0309279746934808","0.0823383803534361","0.373668159851562","1368","SL.glm SL.mean","0.774125721292893 0.225874278707107","0.505171529712867 0.494828470287133","1.12592251598562"
"mortality_in","vp_elig","group_solid_vs_nocancer","1","0","1","0.0872678222351283","0.0435867651173178","0.130948879352939","9.01164832873468e-05","1368","SL.glm SL.mean","0.822787234483682 0.177212765516318","0.920431954176171 0.079568045823829","1.52548451394794"
"odd_hour","mv_elig","group_solid_vs_nocancer","1","0","1","-0.0073418082934763","-0.0604896286142037","0.0458060120272511","0.786580830252645","1368","SL.glm SL.mean","0 1","0 1","0.98574767706804"
"odd_hour","rrt_elig","group_solid_vs_nocancer","1","0","1","-0.0127093126741203","-0.127019784768166","0.101601159419925","0.82749338810024","1368","SL.glm SL.mean","0 1","0 1","0.975189399189625"
"odd_hour","vp_elig","group_solid_vs_nocancer","1","0","1","-0.0179644044636279","-0.071760366919168","0.0358315579919122","0.5127804449485","1368","SL.glm SL.mean","0 1","0 1","0.965397715817213"
"comb_noso","mv_elig","group_solid_vs_nocancer","1","0","1","0.0148994695086447","-0.00360995634111666","0.033408895358406","0.114626610756261","1368","SL.glm SL.mean","0.375910777158583 0.624089222841417","0.995353220708312 0.00464677929168821","1.59394721761182"
"comb_noso","rrt_elig","group_solid_vs_nocancer","1","0","1","-0.0196374353127312","-0.0501699892591599","0.0108951186336975","0.207452577083407","1368","SL.glm SL.mean","0.481489325356021 0.518510674643979","0 1","0.465555040532656"
"comb_noso","vp_elig","group_solid_vs_nocancer","1","0","1","-0.00744968479291353","-0.0263191057628133","0.0114197361769862","0.439042043632881","1368","SL.glm SL.mean","0.457077230836527 0.542922769163473","0.63283894677197 0.36716105322803","0.805346700354807"
"free_days_hosp_28","mv_elig","group_solid_vs_nocancer","1","0","1","-2.59733159544822","-3.81366001274514","-1.3810031781513","2.84716955721521e-05","1368","SL.glm SL.mean","0.820110099581366 0.179889900418634","0.937799394328918 0.0622006056710823","0"
"free_days_hosp_28","rrt_elig","group_solid_vs_nocancer","1","0","1","-1.54023534744176","-2.81690805885365","-0.263562636029878","0.0180479893423764","1368","SL.glm SL.mean","0.828644786911867 0.171355213088133","0.566618040528792 0.433381959471208","0"
"free_days_hosp_28","vp_elig","group_solid_vs_nocancer","1","0","1","-3.31039707639134","-4.26651522766887","-2.35427892511381","1.15151165077758e-11","1368","SL.glm SL.mean","0.848233095216665 0.151766904783335","0.833889788228014 0.166110211771986","0"
"mortality_in","mv_elig","group_hematological_vs_nocancer","1","0","1","0.129618623072556","0.0507627030315535","0.208474543113559","0.00127419046169096","517","SL.glm SL.mean","0.553092390136422 0.446907609863578","0.895671444762017 0.104328555237983","1.66268460764526"
"mortality_in","rrt_elig","group_hematological_vs_nocancer","1","0","1","0.206594645656786","0.100819958750948","0.312369332562624","0.000129089551669641","517","SL.glm SL.mean","0.705009062365065 0.294990937634935","0.477943151931232 0.522056848068768","1.8189564053261"
"mortality_in","vp_elig","group_hematological_vs_nocancer","1","0","1","0.115384600838066","0.0376655848689381","0.193103616807194","0.00361555532238032","517","SL.glm SL.mean","0.61181034956544 0.38818965043456","0.860382506483891 0.139617493516109","1.56415695188042"
"odd_hour","mv_elig","group_hematological_vs_nocancer","1","0","1","-0.0195431728800341","-0.106125478108451","0.067039132348383","0.65819470669098","517","SL.glm SL.mean","0.0447286799505597 0.95527132004944","0.547046000543182 0.452953999456818","0.960774230451039"
"odd_hour","rrt_elig","group_hematological_vs_nocancer","1","0","1","-0.00319479202442369","-0.14762389660806","0.141234312559213","0.965418170465072","517","SL.glm SL.mean","0 1","0.623315107032178 0.376684892967822","0.993450274222838"
"odd_hour","vp_elig","group_hematological_vs_nocancer","1","0","1","-0.00137718122995434","-0.08786421758652","0.0851098551266113","0.975101928427553","517","SL.glm SL.mean","0 1","0.405509348779022 0.594490651220978","0.997177763268215"
"comb_noso","mv_elig","group_hematological_vs_nocancer","1","0","1","0.0276075914950501","-0.00537364740300664","0.0605888303931069","0.100868768753132","517","SL.glm SL.mean","0.0946533606216283 0.905346639378372","0 1","2.10194893166368"
"comb_noso","rrt_elig","group_hematological_vs_nocancer","1","0","1","0.00721467903981294","-0.0502512303418952","0.0646805884215211","0.80562623263306","517","SL.glm SL.mean","0.054057301890239 0.945942698109761","0 1","1.19929593706541"
"comb_noso","vp_elig","group_hematological_vs_nocancer","1","0","1","0.00548190428066419","-0.028907211323678","0.0398710198850064","0.754706219003357","517","SL.glm SL.mean","0.0438807722583389 0.956119227741661","0.797402932098361 0.202597067901639","1.15077734882592"
"free_days_hosp_28","mv_elig","group_hematological_vs_nocancer","1","0","1","-3.68564601898278","-5.62798355370939","-1.74330848425617","0.000199885542080732","517","SL.glm SL.mean","0.765261451053327 0.234738548946673","0.900315385815927 0.0996846141840727","0"
"free_days_hosp_28","rrt_elig","group_hematological_vs_nocancer","1","0","1","-3.99484082990235","-6.38106666384852","-1.60861499595618","0.00103335119967925","517","SL.glm SL.mean","0.630241840516596 0.369758159483403","0.650335168308705 0.349664831691295","0"
"free_days_hosp_28","vp_elig","group_hematological_vs_nocancer","1","0","1","-1.98252462708958","-3.59800651420974","-0.367042739969421","0.0161583816883426","517","SL.glm SL.mean","0.727200798685202 0.272799201314798","0.739018198498866 0.260981801501134","0"
"mortality_in","mv_elig","group_metastasized_vs_nocancer","1","0","1","0.068503390205069","-0.00673615344243769","0.143742933852576","0.0743388316617362","385","SL.glm SL.mean","0.621025816295799 0.378974183704201","0.747041441420881 0.252958558579119","1.24382162308836"
"mortality_in","rrt_elig","group_metastasized_vs_nocancer","1","0","1","0.108097683467399","0.0179126422950691","0.198282724639729","0.0188088899479466","385","SL.glm SL.mean","0.700813718504934 0.299186281495066","0.26519567294929 0.73480432705071","1.35703285212485"
"mortality_in","vp_elig","group_metastasized_vs_nocancer","1","0","1","0.0591071246628445","-0.0172495898487138","0.135463839174403","0.12921104940955","385","SL.glm SL.mean","0.700905463355376 0.299094536644624","0.619816346137536 0.380183653862464","1.20998684290355"
"odd_hour","mv_elig","group_metastasized_vs_nocancer","1","0","1","-0.0301429564738078","-0.132243155044322","0.0719572420967063","0.562825923147956","385","SL.glm SL.mean","0 1","0 1","0.944898707237771"
"odd_hour","rrt_elig","group_metastasized_vs_nocancer","1","0","1","-0.0399625826577091","-0.237631652259761","0.157706486944343","0.691919514851067","385","SL.glm SL.mean","0 1","0 1","0.925514872633825"
"odd_hour","vp_elig","group_metastasized_vs_nocancer","1","0","1","-0.0479581069925219","-0.148464603704922","0.0525483897198784","0.349663635581202","385","SL.glm SL.mean","0 1","0 1","0.913800808935318"
"comb_noso","mv_elig","group_metastasized_vs_nocancer","1","0","1","0.0120018393363242","-0.0114663868538168","0.0354700655264653","0.316169879311963","385","SL.glm SL.mean","0 1","0.879912290246812 0.120087709753188","2.63073592054251"
"comb_noso","rrt_elig","group_metastasized_vs_nocancer","1","0","1","-0.00350921692437968","-0.0217552196479533","0.014736785799194","0.706201213822839","385","SL.glm SL.mean","0.036774369648122 0.963225630351878","0.583149921309556 0.416850078690444","0.746533491930388"
"comb_noso","vp_elig","group_metastasized_vs_nocancer","1","0","1","0.0144414448087604","-0.0117535089676749","0.0406363985851957","0.279892670067015","385","SL.glm SL.mean","0.00821228232397443 0.991787717676026","0 1","2.56653140761252"
"free_days_hosp_28","mv_elig","group_metastasized_vs_nocancer","1","0","1","-1.89845519397411","-3.66331142439778","-0.133598963550431","0.0349988871373217","385","SL.glm SL.mean","0.738717235326962 0.261282764673038","0.643510735685597 0.356489264314403","0"
"free_days_hosp_28","rrt_elig","group_metastasized_vs_nocancer","1","0","1","-5.28404241852955","-6.75412941114426","-3.81395542591483","1.85497499968949e-12","385","SL.glm SL.mean","0.769782797132631 0.230217202867369","0.575204429477603 0.424795570522397","0"
"free_days_hosp_28","vp_elig","group_metastasized_vs_nocancer","1","0","1","-1.47914230107771","-3.21551506163306","0.257230459477648","0.0949904410018179","385","SL.glm SL.mean","0.723604351839533 0.276395648160467","0.715441911362908 0.284558088637092","0"
