"outcome","treatment","cohort","has_cancer","prob_mort_start","prob_mort_end","ATE","i_ci","s_ci","pvalue","n","SL_libraries","Q_weights","g_weights","RR"
"odd_hour","vp_elig","cancer_vs_nocancer","1","0.06","0.11","0.0605484737766614","-0.0052307619892482","0.126327709542571","0.0712092238079873","1050","SL.glm SL.mean","0.0666972330605003 0.9333027669395","0 1","1.13174711816435"
"odd_hour","vp_elig","cancer_vs_nocancer","1","0.11","0.21","0.0247209494273685","-0.0408362796660742","0.0902781785208111","0.459848936365601","943","SL.glm SL.mean","0 1","0.754077753787532 0.245922246212468","1.04976764422069"
"odd_hour","vp_elig","cancer_vs_nocancer","1","0.21","1","-0.0123485341710843","-0.0750663120336121","0.0503692436914434","0.699566756930357","1041","SL.glm SL.mean","0.0741053669004247 0.925894633099575","0 1","0.975138699824836"
"odd_hour","vp_elig","cancer_vs_nocancer","1","0","1","0.0189566785879661","-0.0172566421808351","0.0551699993567672","0.304888682444239","3875","SL.glm SL.mean","0 1","0.994932879489469 0.00506712051053067","1.0387314192397"
"free_days_hosp_28","mv_elig","cancer_vs_nocancer","1","0","0.06","2.47959454922861","1.60767705124876","3.35151204720847","2.49058767139715e-08","841","SL.glm SL.mean","0.764379579183715 0.235620420816285","0.714752337021376 0.285247662978624","0"
"free_days_hosp_28","mv_elig","cancer_vs_nocancer","1","0.06","0.11","-1.7598811489296","-3.05679693901963","-0.462965358839576","0.00782174192309256","1050","SL.glm SL.mean","0.808731098812073 0.191268901187927","0.945595881656769 0.0544041183432313","0"
"free_days_hosp_28","mv_elig","cancer_vs_nocancer","1","0.11","0.21","-2.42538158918985","-4.01645644611988","-0.834306732259821","0.0028103124190371","943","SL.glm SL.mean","0.833800549377259 0.166199450622741","0.950749692894308 0.0492503071056925","0"
"free_days_hosp_28","mv_elig","cancer_vs_nocancer","1","0.21","1","-2.39994199814332","-3.7641931350805","-1.03569086120614","0.000564833133678311","1041","SL.glm SL.mean","0.869916968324554 0.130083031675446","0.940583829324053 0.0594161706759471","0"
"free_days_hosp_28","mv_elig","cancer_vs_nocancer","1","0","1","-2.00534905474075","-2.75741777408548","-1.25328033539603","1.73001083722967e-07","3875","SL.glm SL.mean","0.955561431008577 0.0444385689914227","0.988129830665001 0.0118701693349986","0"
"free_days_hosp_28","rrt_elig","cancer_vs_nocancer","1","0","0.06","-6.96439865045669","-8.63987288096758","-5.2889244199458","3.72819332764843e-16","841","SL.glm SL.mean","0.748555210447522 0.251444789552478","0.329759631505193 0.670240368494807","0"
"free_days_hosp_28","rrt_elig","cancer_vs_nocancer","1","0.06","0.11","-1.19319374012562","-3.07042323388901","0.684035753637767","0.212836415810427","1050","SL.glm SL.mean","0.814878371249187 0.185121628750813","0.469361609342589 0.530638390657411","0"
"free_days_hosp_28","rrt_elig","cancer_vs_nocancer","1","0.11","0.21","-1.45508281402135","-3.78687512610493","0.876709498062219","0.221300490109816","943","SL.glm SL.mean","0.808674352807572 0.191325647192428","0.496606757202773 0.503393242797227","0"
"free_days_hosp_28","rrt_elig","cancer_vs_nocancer","1","0.21","1","-0.208847400907259","-1.55567064770278","1.13797584588826","0.761180703179415","1041","SL.glm SL.mean","0.837018329279913 0.162981670720087","0.82850014072284 0.17149985927716","0"
"free_days_hosp_28","rrt_elig","cancer_vs_nocancer","1","0","1","-2.8892698619064","-3.72419786188789","-2.05434186192491","1.18045540524169e-11","3875","SL.glm SL.mean","0.945794490189728 0.0542055098102717","0.930651275302869 0.0693487246971312","0"
"free_days_hosp_28","vp_elig","cancer_vs_nocancer","1","0","0.06","1.82245506254546","-0.223026750399274","3.8679368754902","0.0807599368972721","841","SL.glm SL.mean","0.757941911157646 0.242058088842354","0.96740370226439 0.0325962977356101","0"
"free_days_hosp_28","vp_elig","cancer_vs_nocancer","1","0.06","0.11","-0.38252873594631","-1.90376786207154","1.13871039017892","0.622112252330414","1050","SL.glm SL.mean","0.813569122792566 0.186430877207435","0.874060068392643 0.125939931607357","0"
"free_days_hosp_28","vp_elig","cancer_vs_nocancer","1","0.11","0.21","0.179839032404593","-1.44263274822358","1.80231081303277","0.828012315518598","943","SL.glm SL.mean","0.786889412922333 0.213110587077667","0.907417635443817 0.0925823645561828","0"
"free_days_hosp_28","vp_elig","cancer_vs_nocancer","1","0.21","1","-1.20959833456715","-2.54935689509706","0.130160225962748","0.076796786814752","1041","SL.glm SL.mean","0.84628620382696 0.15371379617304","0.962695972365412 0.0373040276345878","0"
"free_days_hosp_28","vp_elig","cancer_vs_nocancer","1","0","1","-0.079891326041943","-1.02645418932228","0.866671537238395","0.868607949857012","3875","SL.glm SL.mean","0.957163912694852 0.0428360873051484","0.993138391315722 0.00686160868427754","0"
"mortality_in","mv_elig","group_solid_vs_nocancer","1","0","1","0.0196152404486682","-0.0367509621442034","0.0759814430415399","0.495192720810297","1430","SL.glm SL.mean","0.845256086762847 0.154743913237153","0.98440332189805 0.0155966781019498","1.09144012528619"
"mortality_in","rrt_elig","group_solid_vs_nocancer","1","0","1","0.141270232540869","0.0864712974747355","0.196069167607002","4.35313298392485e-07","1430","SL.glm SL.mean","0.870384224351834 0.129615775648166","0.802521520350624 0.197478479649377","1.62404366730794"
"mortality_in","vp_elig","group_solid_vs_nocancer","1","0","1","0.0498980842548177","-0.00459480838591549","0.104390976895551","0.0726960967002487","1430","SL.glm SL.mean","0.840361596457215 0.159638403542785","0.966758367179862 0.0332416328201383","1.25097718717277"
"odd_hour","mv_elig","group_solid_vs_nocancer","1","0","1","0.0124555816453709","-0.0401537864488285","0.0650649497395703","0.642617877650403","1430","SL.glm SL.mean","0 1","0 1","1.02575491426715"
"odd_hour","rrt_elig","group_solid_vs_nocancer","1","0","1","-0.00635111207584299","-0.117321945108185","0.104619720956499","0.910684462001424","1430","SL.glm SL.mean","0 1","0 1","0.987016814169394"
"odd_hour","vp_elig","group_solid_vs_nocancer","1","0","1","0.0100376195481215","-0.0422338544347279","0.0623090935309709","0.706637300093106","1430","SL.glm SL.mean","0 1","0 1","1.02072132622954"
"free_days_hosp_28","mv_elig","group_solid_vs_nocancer","1","0","1","-1.26445629733433","-2.59026459956595","0.0613520048972976","0.0615809954858138","1430","SL.glm SL.mean","0.862166370142918 0.137833629857082","0.972790354495731 0.0272096455042694","0"
"free_days_hosp_28","rrt_elig","group_solid_vs_nocancer","1","0","1","-8.36559617598978","-9.36060663756526","-7.3705857144143","5.21174651970009e-61","1430","SL.glm SL.mean","0.860444766825573 0.139555233174427","0.921618409235691 0.0783815907643091","0"
"free_days_hosp_28","vp_elig","group_solid_vs_nocancer","1","0","1","-0.18925991479569","-1.40036733182352","1.02184750223214","0.759384265909803","1430","SL.glm SL.mean","0.864177533637773 0.135822466362227","0.935414059024438 0.0645859409755616","0"
"mortality_in","mv_elig","group_hematological_vs_nocancer","1","0","1","0.10785767409605","0.0462798170028348","0.169435531189265","0.000596789880130043","910","SL.glm SL.mean","0.806609791593619 0.193390208406381","0.959515471791347 0.0404845282086535","1.37250740370364"
"mortality_in","rrt_elig","group_hematological_vs_nocancer","1","0","1","-0.00548302404515016","-0.103742246688474","0.0927761985981739","0.912908091605765","910","SL.glm SL.mean","0.773916461241729 0.226083538758271","0.861572752337424 0.138427247662576","0.984402657846861"
"mortality_in","vp_elig","group_hematological_vs_nocancer","1","0","1","-0.0169667596122829","-0.084166918536175","0.0502333993116092","0.620697075817653","910","SL.glm SL.mean","0.775393260602172 0.224606739397828","0.945339381210324 0.0546606187896757","0.95262280594618"
"odd_hour","mv_elig","group_hematological_vs_nocancer","1","0","1","0.0563291170689545","-0.0117032781230692","0.124361512260978","0.104625569804933","910","SL.glm SL.mean","0 1","0 1","1.12063374270611"
"odd_hour","rrt_elig","group_hematological_vs_nocancer","1","0","1","-0.0363581627251665","-0.14725169800901","0.0745353725586772","0.520473070969481","910","SL.glm SL.mean","0 1","0 1","0.925837340218229"
"odd_hour","vp_elig","group_hematological_vs_nocancer","1","0","1","0.0418896886637664","-0.0244481591140243","0.108227536441557","0.215841658493424","910","SL.glm SL.mean","0 1","0 1","1.08910747932501"
"free_days_hosp_28","mv_elig","group_hematological_vs_nocancer","1","0","1","-5.33497306615618","-6.69087715682556","-3.9790689754868","1.23993753948945e-14","910","SL.glm SL.mean","0.883911538885497 0.116088461114503","0.959253596499715 0.040746403500285","0"
"free_days_hosp_28","rrt_elig","group_hematological_vs_nocancer","1","0","1","-0.568960351980963","-3.01040912909406","1.87248842513214","0.647841749691295","910","SL.glm SL.mean","0.814501266317926 0.185498733682074","0.836725397378012 0.163274602621988","0"
"free_days_hosp_28","vp_elig","group_hematological_vs_nocancer","1","0","1","0.996914642481028","-0.584453031845603","2.57828231680766","0.216603803973277","910","SL.glm SL.mean","0.869558644672339 0.130441355327661","0.91998845152082 0.0800115484791795","0"
"mortality_in","mv_elig","group_metastasized_vs_nocancer","1","0","1","0.00289671959549542","-0.0439530294712991","0.0497464686622899","0.903543092030802","1535","SL.glm SL.mean","0.85357866967976 0.14642133032024","0.969387858872009 0.0306121411279908","1.00673848626612"
"mortality_in","rrt_elig","group_metastasized_vs_nocancer","1","0","1","0.153413037042868","0.115544207163739","0.191281866921996","2.01706451463049e-15","1535","SL.glm SL.mean","0.872396404196977 0.127603595803023","0.723297876392878 0.276702123607122","1.34347320093185"
"mortality_in","vp_elig","group_metastasized_vs_nocancer","1","0","1","0.0317337984283322","-0.0304857140526749","0.0939533109093393","0.317475954571368","1535","SL.glm SL.mean","0.886960832397256 0.113039167602744","0.983095979296909 0.0169040207030913","1.07380740569011"
"odd_hour","mv_elig","group_metastasized_vs_nocancer","1","0","1","0.0299368539966725","-0.0236246360824405","0.0834983440757855","0.273300740139228","1535","SL.glm SL.mean","0 1","0 1","1.06092623416301"
"odd_hour","rrt_elig","group_metastasized_vs_nocancer","1","0","1","-0.0382087577209883","-0.138446415060435","0.0620288996184579","0.454993497573287","1535","SL.glm SL.mean","0 1","0 1","0.923950739759199"
"odd_hour","vp_elig","group_metastasized_vs_nocancer","1","0","1","0.0124805270192557","-0.039391660419794","0.0643527144583054","0.637227337160699","1535","SL.glm SL.mean","0 1","0 1","1.02514333037278"
"free_days_hosp_28","mv_elig","group_metastasized_vs_nocancer","1","0","1","-0.880272867086164","-2.06310039396053","0.302554659788203","0.144660661766619","1535","SL.glm SL.mean","0.914094698597532 0.0859053014024678","0.974093282577191 0.0259067174228088","0"
"free_days_hosp_28","rrt_elig","group_metastasized_vs_nocancer","1","0","1","-4.82737090653096","-5.7198364548475","-3.93490535821443","2.92629788029571e-26","1535","SL.glm SL.mean","0.897438399995927 0.102561600004073","0.736484598904302 0.263515401095698","0"
"free_days_hosp_28","vp_elig","group_metastasized_vs_nocancer","1","0","1","-1.50138911721093","-3.08243479438688","0.0796565599650291","0.0627087551893571","1535","SL.glm SL.mean","0.913733284585684 0.0862667154143161","0.95009339962424 0.0499066003757607","0"
